,Item_Identifier,Outlet_Identifier,item_outlet_sales
1469,FDQ04,OUT027,1688.78
1470,FDX22,OUT018,1379.3541666666665
1471,FDB45,OUT017,2302.9207528125694
1472,NCH43,OUT027,1106.74
1473,DRE60,OUT046,1208.46
1474,FDD17,OUT027,1750.24
1475,NCM54,OUT017,1678.02
1476,NCH55,OUT013,376.42
1477,NCT06,OUT017,1181.57
1478,FDA48,OUT027,1685.1901666666665
1479,FDY58,OUT027,1664.9656666666665
1480,FDO25,OUT045,1972.11
1481,FDN50,OUT045,2338.8465
1482,FDH35,OUT035,291.23985477864926
1483,FDK09,OUT045,1419.825
1484,FDO16,OUT013,1423.4570476190474
1485,FDW11,OUT045,2580.45
1486,FDU47,OUT027,1451.466666666667
1487,NCQ42,OUT010,1677.76
1488,FDK55,OUT027,1411.09
1489,FDN08,OUT049,1706.7241666666669
1490,FDT57,OUT045,1852.395
1491,FDJ12,OUT018,1652.6966666666665
1492,DRL59,OUT017,2613.6938168618817
1493,NCN53,OUT046,2589.3886666666667
1494,FDO51,OUT010,311.8805431956582
1495,FDK56,OUT017,1450.7133333333331
1496,FDY12,OUT035,2302.9207528125694
1497,FDU15,OUT035,325.38874626027575
1498,FDQ19,OUT046,983.63
1499,DRF15,OUT045,1955.109
1500,DRE25,OUT019,1770.878333333333
1501,FDK57,OUT018,1816.23
1502,FDD33,OUT010,1543.06
1503,FDR34,OUT027,2304.36239640009
1504,FDU04,OUT045,2307.4583333333335
1505,FDE35,OUT019,1995.635
1506,NCD31,OUT035,1452.98
1507,FDJ56,OUT035,1968.7833333333335
1508,NCU53,OUT046,1191.64
1509,FDD39,OUT035,1617.62
1510,NCU17,OUT019,1875.69
1511,FDJ20,OUT046,1671.04
1512,NCW41,OUT018,2706.345
1513,FDL52,OUT035,1933.7368290447093
1514,FDS39,OUT035,1415.4325
1515,DRJ47,OUT045,1737.9726666666666
1516,FDP13,OUT010,1921.53
1517,DRK39,OUT010,1834.7763333333332
1518,FDF28,OUT010,1673.36
1519,FDB09,OUT045,1532.75
1520,FDM51,OUT046,278.585
1521,DRM49,OUT018,1997.410095238095
1522,DRF23,OUT013,2513.93
1523,DRH01,OUT035,1958.13
1524,FDH12,OUT027,2425.5100069048603
1525,FDA28,OUT019,2222.861333333333
1526,FDW37,OUT018,985.46
1527,FDF02,OUT046,1060.45
1528,DRL37,OUT046,327.1013141555609
1529,NCF43,OUT046,1313.91
1530,FDH08,OUT010,2407.29
1531,FDR34,OUT019,1439.19
1532,NCK19,OUT049,1608.3061666666667
1533,NCD55,OUT018,1566.36
1534,FDT27,OUT049,2178.56
1535,FDQ57,OUT045,335.08
1536,FDA47,OUT035,1674.6266666666668
1537,DRG15,OUT027,329.0570271219489
1538,FDE05,OUT018,1455.6963333333333
1539,FDN46,OUT046,2324.821
1540,FDX27,OUT027,1620.0666666666666
1541,FDT51,OUT045,291.23985477864926
1542,FDU33,OUT013,1859.765
1543,FDJ16,OUT027,1337.855
1544,FDD20,OUT019,1700.029
1545,FDT36,OUT049,1222.9726666666666
1546,DRF15,OUT027,1719.0
1547,FDN52,OUT010,1543.325
1548,FDC22,OUT027,1855.7910000000002
1549,FDX15,OUT045,1353.54
1550,FDT13,OUT013,228.36
1551,FDU04,OUT017,1505.13
1552,FDU31,OUT019,1169.9741666666666
1553,FDW59,OUT027,1342.105
1554,NCO29,OUT046,2249.5766666666664
1555,FDL15,OUT035,426.98269374477866
1556,FDI41,OUT049,278.1674330489773
1557,FDQ48,OUT049,1362.615
1558,DRI39,OUT013,2648.041964285714
1559,FDI08,OUT013,1518.635
1560,FDC21,OUT049,2272.331666666667
1561,FDF58,OUT035,1799.4233333333334
1562,FDS08,OUT010,1081.37
1563,FDE47,OUT045,252.70874156006602
1564,NCP18,OUT019,1829.3356666666666
1565,NCR41,OUT013,1800.85
1566,FDA27,OUT013,1517.22
1567,FDA43,OUT035,329.0570271219489
1568,FDA49,OUT045,1381.07
1569,NCE55,OUT018,1625.243333333333
1570,DRM49,OUT027,1167.61
1571,FDF22,OUT027,1349.65
1572,FDQ15,OUT018,474.0259827672329
1573,NCS54,OUT017,2035.37
1574,NCY05,OUT013,347.5783925572162
1575,FDR45,OUT046,1679.6859285714288
1576,FDK57,OUT049,1652.4083333333335
1577,FDF41,OUT010,2085.52
1578,FDV21,OUT046,900.4683333333335
1579,FDD51,OUT046,369.2295952380952
1580,FDF33,OUT046,1212.3859999999997
1581,FDA38,OUT046,342.15523674343365
1582,FDR56,OUT045,2302.9207528125694
1583,NCN41,OUT017,2188.420333333333
1584,FDC60,OUT027,2416.421413970519
1585,FDB47,OUT045,2262.74
1586,DRH01,OUT013,1729.16
1587,FDW08,OUT046,1223.3033333333335
1588,FDF38,OUT027,369.58
1589,FDY32,OUT017,1263.0133333333333
1590,FDG34,OUT049,2302.9207528125694
1591,FDG47,OUT019,2338.8465
1592,NCF18,OUT035,1540.9216666666666
1593,FDL39,OUT019,2151.8295213749957
1594,NCH55,OUT035,2398.114075809984
1595,DRJ35,OUT049,1786.1875
1596,FDS44,OUT035,1999.7839999999999
1597,DRE01,OUT018,2100.31
1598,FDY39,OUT013,1123.69
1599,FDY32,OUT018,1350.11
1600,FDR33,OUT027,2002.35
1601,NCP50,OUT049,2390.8701666666666
1602,FDZ47,OUT018,1603.5966666666668
1603,FDU57,OUT049,1903.8375
1604,FDY44,OUT013,2081.72
1605,DRH59,OUT018,443.1257777777778
1606,FDB03,OUT027,1859.69
1607,FDY46,OUT045,1918.84
1608,FDM39,OUT045,1613.1463333333334
1609,FDY36,OUT035,1524.9653333333335
1610,NCM55,OUT035,2398.114075809984
1611,FDJ50,OUT010,1870.4575
1612,DRL60,OUT013,2114.88
1613,NCJ54,OUT049,1927.0
1614,FDX59,OUT017,1122.63
1615,FDI07,OUT013,2130.839003251454
1616,DRF51,OUT010,2352.052794496997
1617,FDM14,OUT017,1424.32
1618,FDP21,OUT045,2304.36239640009
1619,FDE40,OUT035,1615.77
1620,FDE05,OUT035,2276.222133508891
1621,FDM13,OUT027,1377.32
1622,FDC34,OUT027,1383.085
1623,NCI55,OUT018,2330.14
1624,NCE43,OUT018,1975.77
1625,FDW58,OUT018,1015.93
1626,FDG60,OUT045,1485.0166666666669
1627,FDV31,OUT017,1772.96
1628,FDR47,OUT013,2134.07
1629,FDM60,OUT019,2325.73
1630,NCF06,OUT018,903.2316666666666
1631,NCN26,OUT027,252.70874156006602
1632,FDQ59,OUT049,1565.61
1633,FDF09,OUT046,1123.63
1634,NCS06,OUT017,1711.43
1635,FDT44,OUT046,1094.77
1636,FDI19,OUT017,2008.4347063492064
1637,FDT22,OUT017,2100.58
1638,NCF54,OUT027,2092.82
1639,DRG25,OUT045,1564.69
1640,FDB59,OUT017,1585.0213333333334
1641,FDQ37,OUT017,1527.14
1642,FDP56,OUT035,1901.4533333333334
1643,FDW44,OUT035,1932.79
1644,FDJ26,OUT010,2304.36239640009
1645,FDU43,OUT018,1524.23
1646,FDW33,OUT045,1428.63
1647,NCX53,OUT027,1400.88
1648,FDN56,OUT010,1476.07
1649,DRF15,OUT049,1431.08
1650,FDO33,OUT017,2055.63
1651,FDZ39,OUT010,1745.93
1652,NCJ19,OUT017,474.0259827672329
1653,FDU01,OUT035,1555.19
1654,FDT12,OUT035,272.0709082464175
1655,NCM18,OUT018,1147.5945
1656,FDP19,OUT017,2464.78
1657,NCR42,OUT049,1164.8271666666667
1658,FDN10,OUT046,1347.37
1659,FDG44,OUT017,1614.73
1660,FDQ10,OUT046,2171.538666666667
1661,DRH13,OUT049,1658.004
1662,FDT52,OUT013,1282.8675
1663,FDM56,OUT045,1139.89
1664,NCO43,OUT010,980.164
1665,NCV29,OUT035,1957.65
1666,NCF06,OUT013,1120.89
1667,FDO50,OUT035,2178.8875
1668,FDT59,OUT013,2369.545452404708
1669,FDX40,OUT027,1932.6146666666668
1670,FDE50,OUT017,2377.6925
1671,FDX51,OUT017,2166.45
1672,NCD30,OUT018,303.08
1673,FDK15,OUT013,1899.1
1674,FDL12,OUT045,727.0908333333333
1675,FDK46,OUT017,215.06333333333333
1676,DRH49,OUT010,2417.57
1677,FDQ57,OUT046,2047.63
1678,FDY59,OUT017,1596.7926666666667
1679,FDO09,OUT018,329.0570271219489
1680,NCG30,OUT035,2834.6416666666664
1681,FDM09,OUT017,327.1013141555609
1682,NCN17,OUT027,2084.054
1683,NCS42,OUT013,2016.15
1684,FDD02,OUT019,2209.7689742919274
1685,FDE34,OUT013,2027.5735
1686,FDU38,OUT045,347.36
1687,FDB33,OUT046,1416.21
1688,NCJ29,OUT017,1942.287
1689,FDZ27,OUT035,2135.46
1690,FDI40,OUT013,902.4586666666667
1691,FDG22,OUT013,1076.1
1692,FDT51,OUT017,2747.723333333334
1693,FDF20,OUT018,1179.64
1694,FDV50,OUT035,2699.8633333333337
1695,FDT02,OUT049,1231.1463333333334
1696,DRC49,OUT017,1795.3
1697,FDF26,OUT049,1461.52
1698,FDV52,OUT035,1685.34
1699,FDX59,OUT049,2514.295833333333
1700,FDV25,OUT035,1310.37
1701,FDW23,OUT027,1294.76
1702,FDE53,OUT018,1536.84
1703,FDA19,OUT017,2154.698
1704,FDH22,OUT046,1581.75
1705,NCO41,OUT013,1617.61
1706,FDX12,OUT017,1912.755
1707,FDF17,OUT013,1361.0625
1708,FDS11,OUT045,741.975
1709,FDR51,OUT035,978.515
1710,FDT49,OUT010,327.1013141555609
1711,FDC56,OUT013,272.0709082464175
1712,FDR13,OUT027,2220.57
1713,FDQ60,OUT035,1239.05
1714,FDN38,OUT049,1956.6162393566037
1715,NCL29,OUT013,214.03545454545457
1716,FDO13,OUT027,1965.06
1717,FDE26,OUT018,1214.3310000000001
1718,FDA31,OUT010,1639.3
1719,FDX14,OUT035,1286.32
1720,FDA34,OUT045,1703.61
1721,FDF26,OUT013,2613.6938168618817
1722,FDE38,OUT045,976.6425
1723,DRI11,OUT046,1764.78
1724,FDQ60,OUT027,1917.506
1725,FDL21,OUT027,2005.47
1726,DRC12,OUT027,2223.42
1727,FDC47,OUT046,1352.28
1728,FDE57,OUT045,1721.2300000000002
1729,FDT14,OUT045,1843.91
1730,NCZ53,OUT046,2830.59
1731,FDE28,OUT018,2304.36239640009
1732,FDR19,OUT035,1165.6275
1733,NCF54,OUT019,2037.0666666666666
1734,FDZ08,OUT046,1651.17
1735,NCJ05,OUT018,1247.5333333333333
1736,FDF59,OUT046,267.22
1737,NCO05,OUT035,2011.4425
1738,FDW24,OUT018,1532.83
1739,NCX42,OUT018,1040.4481666666666
1740,NCA53,OUT035,2398.114075809984
1741,FDI45,OUT019,1325.6008333333332
1742,FDG46,OUT046,1882.3133333333335
1743,FDM20,OUT010,1253.01
1744,FDW11,OUT010,1931.6
1745,FDX08,OUT035,1440.9783333333332
1746,NCK17,OUT035,1118.7966666666666
1747,FDK32,OUT018,1931.36
1748,NCA42,OUT035,1767.58
1749,DRI01,OUT035,1635.446666666667
1750,NCL55,OUT049,1633.49
1751,DRE25,OUT018,1382.091666666667
1752,FDD14,OUT017,1866.6
1753,FDB10,OUT046,1766.83
1754,DRN11,OUT035,2139.856666666667
1755,FDP38,OUT018,2304.6450000000004
1756,NCA30,OUT017,1630.89
1757,FDT15,OUT017,309.81
1758,NCP55,OUT018,1153.192
1759,FDF12,OUT035,544.14
1760,FDM21,OUT018,166.6275
1761,FDX56,OUT035,1206.24
1762,FDF10,OUT017,325.38874626027575
1763,FDT32,OUT045,2385.1548084950537
1764,FDM51,OUT018,1851.9133333333332
1765,NCR50,OUT018,1909.16
1766,FDI19,OUT049,2139.0005952380952
1767,FDX21,OUT017,271.9525
1768,FDR31,OUT035,1196.8266666666666
1769,FDY02,OUT013,1891.75011722064
1770,NCA29,OUT045,1615.8266666666668
1771,NCX17,OUT046,360.06766666666664
1772,FDM12,OUT045,1122.265
1773,FDI53,OUT027,1911.22
1774,NCU30,OUT049,1674.0261666666668
1775,FDC56,OUT027,457.29
1776,FDK27,OUT018,1254.13
1777,NCK18,OUT017,1652.013
1778,FDB52,OUT019,2130.839003251454
1779,DRG25,OUT027,1613.8916666666667
1780,FDZ13,OUT049,1541.6216666666667
1781,FDB57,OUT019,2230.75
1782,FDR40,OUT046,1704.87
1783,NCO14,OUT019,1637.57
1784,NCN19,OUT045,1638.57
1785,FDQ28,OUT019,1750.0766666666668
1786,FDO13,OUT018,1200.5775
1787,FDK48,OUT013,1956.6162393566037
1788,FDU07,OUT018,197.6
1789,FDW20,OUT046,1091.21
1790,FDV12,OUT010,2069.036666666667
1791,FDH24,OUT013,1423.645
1792,FDV59,OUT049,1733.523333333333
1793,FDK57,OUT045,1470.4820000000002
1794,FDL16,OUT027,1919.09
1795,NCQ17,OUT046,1124.6398333333334
1796,FDJ15,OUT018,1960.04
1797,FDX24,OUT049,237.395
1798,FDT47,OUT046,1931.1500000000003
1799,FDT10,OUT049,2032.88
1800,FDZ37,OUT018,2425.5100069048603
1801,FDW43,OUT027,2104.6003333333338
1802,DRN36,OUT017,1974.0869047619046
1803,FDJ14,OUT045,1783.0
1804,FDA32,OUT013,2316.6721666666667
1805,FDJ38,OUT019,318.5847154268317
1806,FDQ57,OUT017,1528.5175
1807,NCQ41,OUT019,1318.73
1808,FDG56,OUT049,1273.2425
1809,DRC13,OUT027,291.23985477864926
1810,FDV55,OUT035,2324.6681142058906
1811,FDQ49,OUT045,2084.6870476190475
1812,FDE29,OUT010,1623.908
1813,FDR03,OUT013,2029.51
1814,FDD45,OUT049,2162.89
1815,FDN38,OUT010,1762.3846666666668
1816,FDT56,OUT046,1785.33
1817,FDT48,OUT045,1427.37
1818,FDU03,OUT049,2058.23
1819,FDC56,OUT010,2062.37
1820,NCO43,OUT027,2304.36239640009
1821,FDQ27,OUT017,534.2
1822,FDR03,OUT046,642.24
1823,DRH23,OUT010,204.4180876024131
1824,FDG22,OUT045,1811.79
1825,NCJ42,OUT013,1217.25
1826,FDR24,OUT046,960.635
1827,FDW60,OUT035,1788.2166666666665
1828,FDJ08,OUT013,1938.72
1829,DRL59,OUT018,1164.9315000000001
1830,FDG60,OUT010,1356.55
1831,FDW27,OUT017,1744.61
1832,FDX14,OUT018,1845.93
1833,FDC20,OUT013,2385.1548084950537
1834,NCS29,OUT018,401.07
1835,FDJ56,OUT046,2276.222133508891
1836,FDB20,OUT019,2429.43
1837,FDL28,OUT027,247.39719047619045
1838,FDW01,OUT018,327.1013141555609
1839,FDL03,OUT046,194.07
1840,FDX22,OUT049,1026.7
1841,FDJ21,OUT035,1421.4466666666665
1842,FDR31,OUT045,1459.25
1843,FDG21,OUT035,1704.91
1844,FDS22,OUT027,2335.2266666666665
1845,FDK08,OUT035,1017.56
1846,FDE17,OUT018,1671.4216666666669
1847,NCN30,OUT017,1928.51
1848,FDT50,OUT046,1899.23
1849,NCX42,OUT049,1638.61
1850,FDJ12,OUT035,1273.9
1851,NCA18,OUT027,2211.136
1852,FDP23,OUT019,949.21
1853,FDX12,OUT013,1525.55
1854,FDN40,OUT018,1531.4244873103441
1855,FDV48,OUT035,2118.365
1856,NCY54,OUT013,2130.839003251454
1857,FDL16,OUT010,287.636875
1858,FDR45,OUT018,2290.845
1859,FDJ52,OUT046,1431.09
1860,DRG01,OUT017,2367.906
1861,FDP52,OUT013,309.31290163195695
1862,FDU58,OUT017,1392.811666666667
1863,FDL02,OUT045,1911.58
1864,FDG28,OUT013,1208.0783333333334
1865,FDA19,OUT035,2613.6938168618817
1866,FDW46,OUT027,1096.5558333333333
1867,NCD43,OUT049,1663.76
1868,DRG39,OUT013,2276.222133508891
1869,NCF55,OUT049,2211.136
1870,FDJ07,OUT046,1929.41
1871,FDE08,OUT046,317.19
1872,FDP56,OUT019,1098.075
1873,FDT45,OUT045,2215.1983333333333
1874,FDF17,OUT018,2271.773333333333
1875,FDX44,OUT046,1934.15
1876,FDM28,OUT027,1443.960833333333
1877,FDI36,OUT049,430.3971212121212
1878,FDS07,OUT045,1719.83
1879,FDD36,OUT045,1954.48
1880,FDW11,OUT046,2071.54
1881,FDN40,OUT049,1744.9125
1882,NCQ18,OUT049,1940.5566666666666
1883,NCQ54,OUT017,1807.14
1884,NCS42,OUT045,1286.32
1885,DRH39,OUT010,1187.34
1886,FDC09,OUT027,1338.41
1887,FDT08,OUT010,2535.8143333333337
1888,FDC08,OUT035,1714.764
1889,FDT20,OUT017,1322.7706666666666
1890,FDS35,OUT035,1928.72
1891,FDX58,OUT018,2283.1975
1892,FDW58,OUT046,474.0259827672329
1893,DRD27,OUT046,1070.48
1894,FDH32,OUT019,2161.26
1895,FDS26,OUT035,1877.84
1896,FDQ31,OUT046,290.79451848687376
1897,FDP11,OUT018,474.0259827672329
1898,FDD58,OUT017,1915.3953333333332
1899,FDM33,OUT045,1271.855
1900,FDZ16,OUT049,267.25299606077266
1901,NCS29,OUT010,1856.98
1902,NCM18,OUT019,2274.698166666667
1903,FDP11,OUT049,1228.6733333333336
1904,NCC42,OUT017,735.24
1905,DRM23,OUT046,267.25299606077266
1906,NCN55,OUT027,1631.9058333333335
1907,FDK46,OUT013,1733.13
1908,FDR01,OUT046,1776.79
1909,NCA05,OUT045,366.8006315098729
1910,NCP43,OUT017,1959.26
1911,FDR12,OUT010,944.78
1912,FDQ01,OUT013,1575.21
1913,FDM13,OUT046,1759.6166666666666
1914,FDQ19,OUT017,2382.465
1915,FDK56,OUT019,1429.3210000000004
1916,NCX06,OUT010,1623.9
1917,FDO56,OUT027,664.9316666666666
1918,FDU45,OUT045,744.075
1919,FDI16,OUT019,1563.09
1920,FDL32,OUT046,1324.46
1921,FDA07,OUT046,1301.175
1922,FDA14,OUT045,1614.9999999999998
1923,FDV46,OUT027,234.02
1924,NCO07,OUT035,1849.25
1925,NCP41,OUT046,1265.17
1926,FDY60,OUT018,1727.6033333333335
1927,FDN38,OUT017,1924.415714285714
1928,FDO15,OUT046,2151.8295213749957
1929,FDT60,OUT013,1468.5104999999999
1930,FDA55,OUT035,2013.65
1931,FDE02,OUT010,1258.86
1932,DRJ39,OUT049,1956.6162393566037
1933,FDV34,OUT035,1697.26
1934,FDS20,OUT027,2385.1548084950537
1935,FDF02,OUT027,812.8411666666667
1936,FDW40,OUT017,2339.56
1937,NCB43,OUT046,1762.82
1938,FDR58,OUT017,1023.4333333333334
1939,DRJ59,OUT035,1847.3475000000003
1940,NCD30,OUT017,2079.9433333333336
1941,FDE14,OUT017,1548.54
1942,FDC28,OUT018,2182.63
1943,FDU16,OUT018,1956.6162393566037
1944,NCD19,OUT035,1125.39
1945,FDU21,OUT046,2564.1058333333335
1946,FDV59,OUT027,1175.1533333333332
1947,FDU03,OUT045,1542.94
1948,FDC33,OUT010,1206.27
1949,NCR42,OUT035,346.62
1950,DRH59,OUT035,351.5
1951,NCM31,OUT035,1427.6123333333335
1952,FDS50,OUT035,1623.84
1953,FDP39,OUT046,2399.1483333333335
1954,FDQ55,OUT013,1101.26
1955,FDV36,OUT019,2331.0544999999997
1956,FDI05,OUT027,1467.255
1957,FDS45,OUT027,2256.73
1958,FDA39,OUT045,1921.0839999999998
1959,FDC37,OUT010,1282.05
1960,FDJ60,OUT027,347.5783925572162
1961,DRQ35,OUT046,1827.64
1962,NCJ06,OUT046,1067.83
1963,NCY42,OUT018,797.4633333333335
1964,DRM37,OUT049,2056.38
1965,FDR14,OUT045,1017.6366666666668
1966,FDE51,OUT049,2328.14
1967,FDT33,OUT017,1993.52
1968,FDR08,OUT013,2209.7689742919274
1969,FDE36,OUT010,1759.9496666666666
1970,FDL22,OUT019,1554.6183333333333
1971,FDR44,OUT013,281.2328957724852
1972,FDI56,OUT019,2141.712
1973,FDE47,OUT010,423.475
1974,FDV27,OUT010,2568.54
1975,FDV10,OUT049,1245.7649999999999
1976,FDC40,OUT045,2304.36239640009
1977,NCX41,OUT013,278.54
1978,NCQ38,OUT027,1585.23
1979,FDV12,OUT027,1566.0233333333335
1980,FDE52,OUT017,1897.9
1981,FDG20,OUT027,1444.29
1982,FDV16,OUT027,2022.08
1983,FDI32,OUT017,954.4833333333332
1984,FDJ32,OUT049,1581.545
1985,FDN39,OUT018,1749.9
1986,FDY34,OUT017,1497.4183333333335
1987,FDC14,OUT035,2413.29
1988,FDA55,OUT017,474.0259827672329
1989,FDZ50,OUT010,2304.36239640009
1990,DRG13,OUT049,1950.5966666666668
1991,FDP01,OUT013,1682.3
1992,NCG54,OUT017,333.935
1993,FDM13,OUT045,1517.1073333333334
1994,NCO18,OUT027,2276.222133508891
1995,NCW41,OUT013,1565.0976666666666
1996,FDM52,OUT027,156.72
1997,NCF55,OUT035,1169.3591666666666
1998,FDT09,OUT046,1367.63
1999,NCM19,OUT035,469.81
2000,FDW12,OUT018,2508.7433430134356
2001,FDP15,OUT019,1287.1808333333333
2002,FDK36,OUT045,1521.12
2003,FDZ25,OUT035,1691.31
2004,NCW06,OUT049,1142.18
2005,FDW60,OUT046,1071.84
2006,DRC49,OUT013,2370.2689751245484
2007,NCT17,OUT035,1282.1866666666667
2008,NCN06,OUT018,1950.2336666666663
2009,FDC45,OUT013,2398.114075809984
2010,DRJ47,OUT019,1698.1733333333334
2011,NCF06,OUT045,715.45
2012,FDE21,OUT010,1432.1162857142858
2013,DRG27,OUT013,1611.28
2014,FDW40,OUT049,1992.0534285714284
2015,NCO53,OUT046,1296.875
2016,FDE23,OUT049,1384.4283333333335
2017,FDQ16,OUT046,1361.82
2018,FDS26,OUT045,1705.65
2019,FDZ13,OUT010,1719.17
2020,FDS14,OUT049,1679.7966666666669
2021,FDC10,OUT045,349.09
2022,FDY16,OUT049,1308.91
2023,FDJ20,OUT035,311.8805431956582
2024,FDV43,OUT035,1785.13
2025,FDZ32,OUT027,1263.58
2026,FDR23,OUT046,1956.6162393566037
2027,FDN24,OUT035,1699.99
2028,FDE34,OUT027,2304.36239640009
2029,FDU31,OUT013,1101.8953333333334
2030,FDW33,OUT018,1823.836
2031,FDU26,OUT046,252.70874156006602
2032,FDE20,OUT027,1986.125
2033,NCW05,OUT035,1862.04
2034,FDB22,OUT018,1891.75011722064
2035,FDO56,OUT046,1845.4326666666666
2036,FDA19,OUT027,226.88
2037,DRI39,OUT045,1962.8756161616163
2038,FDH52,OUT018,1981.995
2039,FDZ50,OUT035,1752.3415
2040,NCN42,OUT035,2362.28
2041,FDB53,OUT013,1058.8369999999998
2042,DRG11,OUT017,1590.7319263791774
2043,DRK11,OUT027,1447.9
2044,FDQ60,OUT017,252.70874156006602
2045,FDT36,OUT017,1266.58
2046,DRG25,OUT018,1544.3583333333331
2047,DRJ23,OUT046,1383.65
2048,FDG05,OUT035,1490.8005000000003
2049,NCK06,OUT018,369.2295952380952
2050,FDU52,OUT017,2079.07
2051,FDW07,OUT018,1452.1
2052,NCM17,OUT045,947.3325
2053,FDA22,OUT045,1342.3783333333333
2054,NCA41,OUT018,1612.955
2055,FDF38,OUT035,2359.5538888888887
2056,FDH52,OUT046,1788.9566666666665
2057,FDY58,OUT019,798.2
2058,FDZ16,OUT045,220.38
2059,NCM18,OUT017,474.0259827672329
2060,FDA22,OUT018,1057.9
2061,NCJ43,OUT035,1265.47
2062,FDI34,OUT027,1681.56
2063,FDG56,OUT046,1603.5966666666668
2064,FDS34,OUT046,2304.36239640009
2065,DRC01,OUT035,2400.74
2066,FDQ04,OUT035,1448.9796666666668
2067,FDK04,OUT035,2224.455
2068,FDT51,OUT049,1765.64
2069,FDV26,OUT017,2078.335
2070,FDS04,OUT049,1862.4159523809524
2071,FDW43,OUT018,1197.3288333333335
2072,FDQ28,OUT010,693.77
2073,NCK06,OUT017,2079.641976190476
2074,FDS23,OUT018,1415.78
2075,FDZ36,OUT019,1473.84
2076,FDE56,OUT018,395.5030072895372
2077,FDW10,OUT027,351.74
2078,NCN14,OUT045,1664.9920000000002
2079,NCQ18,OUT045,474.0259827672329
2080,FDW08,OUT017,1606.5566666666666
2081,FDU43,OUT035,2007.1991666666665
2082,FDR33,OUT010,267.9167368914868
2083,FDM24,OUT010,1844.842
2084,NCZ05,OUT046,2658.06
2085,NCV41,OUT035,329.0570271219489
2086,FDV11,OUT018,1385.68
2087,NCY05,OUT035,2341.14
2088,FDV44,OUT018,1488.513333333333
2089,FDW32,OUT049,720.47
2090,NCU18,OUT027,2456.17
2091,NCC43,OUT035,1590.25
2092,FDW19,OUT013,1671.645
2093,FDN31,OUT035,2160.4639523809524
2094,FDI48,OUT045,2162.04
2095,FDS24,OUT017,404.9764523809523
2096,FDF46,OUT049,1903.76
2097,DRG23,OUT017,1274.57
2098,FDG14,OUT018,2508.7433430134356
2099,NCY30,OUT049,246.69951820728295
2100,FDO28,OUT018,2398.114075809984
2101,DRD24,OUT035,1620.39
2102,FDI33,OUT049,1647.94
2103,FDN32,OUT046,2398.114075809984
2104,FDR16,OUT045,834.94
2105,FDF26,OUT046,1131.97
2106,NCN29,OUT018,1537.8266666666666
2107,FDE20,OUT045,1316.02
2108,FDA46,OUT046,1695.295
2109,FDU28,OUT045,2276.222133508891
2110,FDQ48,OUT045,2075.385333333333
2111,FDV36,OUT013,942.5133333333333
2112,FDR14,OUT018,2075.73
2113,FDP23,OUT017,2087.17
2114,FDP56,OUT013,463.89
2115,FDK48,OUT010,1289.95
2116,FDR48,OUT046,1507.0834999999997
2117,NCY29,OUT049,2692.91
2118,FDM22,OUT018,1665.4446666666668
2119,DRJ01,OUT013,1091.4
2120,FDZ43,OUT045,1899.5109523809524
2121,FDV03,OUT035,719.09
2122,FDX11,OUT027,1611.8
2123,NCA41,OUT027,474.0259827672329
2124,FDE38,OUT017,1530.4616666666666
2125,FDI27,OUT018,1658.835
2126,FDN32,OUT013,1126.02
2127,NCN43,OUT017,1502.6405000000002
2128,FDB47,OUT027,2683.195
2129,FDV03,OUT017,1726.61
2130,NCN30,OUT045,1914.55
2131,NCV54,OUT010,
2132,FDV07,OUT013,
2133,FDP07,OUT049,
2134,FDK48,OUT018,
2135,FDM15,OUT019,
2136,FDY19,OUT027,
2137,FDK46,OUT046,
2138,FDY11,OUT045,
2139,FDH09,OUT046,
2140,FDO08,OUT027,
2141,FDU14,OUT013,
2142,FDD22,OUT027,
2143,FDM27,OUT017,
2144,FDL02,OUT027,
2145,NCA17,OUT035,
2146,FDE38,OUT019,
2147,NCG07,OUT049,
2148,DRC27,OUT013,
2149,FDA27,OUT035,
2150,FDW40,OUT045,
2151,DRI11,OUT013,
2152,FDN50,OUT046,
2153,FDR12,OUT046,
2154,FDT34,OUT027,
2155,FDW11,OUT035,
2156,NCO30,OUT027,
2157,FDZ34,OUT017,
2158,FDU45,OUT017,
2159,NCD42,OUT035,
2160,FDX25,OUT045,
2161,NCR29,OUT046,
2162,FDX43,OUT019,
2163,FDB04,OUT010,
2164,FDR49,OUT027,
2165,FDS39,OUT018,
2166,FDW58,OUT045,
2167,FDG22,OUT019,
2168,FDG31,OUT017,
2169,NCV53,OUT027,
2170,DRJ37,OUT035,
2171,FDV07,OUT035,
2172,FDW52,OUT018,
2173,FDT15,OUT045,
2174,FDD02,OUT018,
2175,FDM16,OUT035,
2176,NCE55,OUT046,
2177,FDB57,OUT018,
2178,FDQ04,OUT013,
2179,FDQ47,OUT019,
2180,FDY14,OUT019,
2181,DRK37,OUT017,
2182,FDO25,OUT017,
2183,FDL57,OUT046,
2184,NCK29,OUT018,
2185,FDK46,OUT027,
2186,NCB43,OUT010,
2187,DRE01,OUT027,
2188,FDC46,OUT018,
2189,FDQ23,OUT045,
2190,FDX38,OUT049,
2191,FDG60,OUT018,
2192,FDW55,OUT017,
2193,FDP39,OUT013,
2194,FDB20,OUT018,
2195,FDV21,OUT017,
2196,FDZ02,OUT013,
2197,FDP19,OUT027,
2198,FDA38,OUT035,
2199,FDH22,OUT045,
2200,DRM11,OUT045,
